"b_Intercept","b_BoroughBROOKLYN","b_BoroughMANHATTAN","b_BoroughQUEENS","b_BoroughSTATENISLAND","sigma"
3.87179390247921,-0.136084827523057,-0.386575029631466,-0.207692326077748,-0.301550714529991,1.32804505020593
3.85004684950156,-0.108316789090139,-0.360035707386178,-0.170638987359154,-0.314694551783795,1.32851217085438
3.73279237075709,-0.111060912740741,-0.342372140334884,-0.146659172499005,-0.278236265664212,1.32017308589965
3.73704145792392,-0.0886643559402722,-0.372719489643918,-0.200086705702186,-0.297804979655214,1.32019614549437
3.81552640547885,-0.123073355713911,-0.367336057782761,-0.146859238472816,-0.319721216713181,1.31840751251465
3.83646330328967,-0.115869024166959,-0.359213539471011,-0.1806576287965,-0.316790360725257,1.32326248138854
3.92746555819659,-0.129380213687012,-0.371830988382273,-0.200908470071287,-0.289844829939744,1.32051973953966
3.94040295638373,-0.131751423462595,-0.409837956653807,-0.224869029056759,-0.336497458853271,1.32867309258196
3.7375988511469,-0.0899273117323496,-0.339604823289099,-0.151034345554507,-0.234051424363597,1.32034675937196
3.75980291935908,-0.12173531099047,-0.378562830290048,-0.188388284255645,-0.303392240444976,1.32364207214227
3.79467920541197,-0.127468950932597,-0.402833576705322,-0.204766965941108,-0.350366204342549,1.32309978990791
3.78903729619894,-0.136820690168821,-0.39763093879876,-0.222367410484149,-0.315447675300805,1.32927208871434
3.75618000722322,-0.0873347118759049,-0.340077978811747,-0.153122192317801,-0.239981401147645,1.32205341556199
3.80638576494866,-0.0774827231175834,-0.354845499943945,-0.131731929525217,-0.241195861720963,1.32507055518817
3.79035455395326,-0.12487055306705,-0.418858101128509,-0.198847089399403,-0.308794730388903,1.32633054127702
3.7716902577949,-0.11722123275006,-0.392828944279348,-0.216206210311309,-0.361692241202919,1.31915899083812
3.94066418842118,-0.153276739101891,-0.401489094685575,-0.204351877037739,-0.382697134568584,1.32162925496889
3.89656181383826,-0.150566037614307,-0.407456463929923,-0.218880530189472,-0.321844184003237,1.32344431948488
3.89077883971899,-0.11116821004024,-0.397162892298001,-0.192138230180767,-0.327077660929737,1.32867758846015
3.85053356229298,-0.0764894756728834,-0.366637693761835,-0.166054682920335,-0.268051332752458,1.32829771180079
3.82229399505722,-0.117475400071177,-0.394297430377833,-0.191633226781985,-0.292687024104432,1.32558756024988
3.97598557780305,-0.121355069905292,-0.356068059019132,-0.215510948105942,-0.28893941259847,1.31693451330774
4.00141419778719,-0.101417220050688,-0.344491085583605,-0.207400823304997,-0.277748976542495,1.31865260506849
4.02996798698884,-0.139513613335205,-0.356357319975413,-0.222151237188771,-0.323427204410136,1.32468871608397
4.02987539795046,-0.124246844216179,-0.362594193005655,-0.215991245308115,-0.338644022170615,1.32306429167516
3.99865752476902,-0.128873489636926,-0.380090875097718,-0.174943230534797,-0.321797315002824,1.31641922983239
4.05472955111136,-0.150973035194489,-0.441695491953522,-0.220716155771622,-0.366166268773645,1.31437776180765
4.03085279305222,-0.141669368157063,-0.38665075935017,-0.223004069483716,-0.337342269151731,1.32393985905413
4.05763731596652,-0.0994698933480086,-0.37316470810891,-0.176317135713569,-0.305199052859584,1.31939508198493
4.05057996829241,-0.0863523688089296,-0.363730134660477,-0.168114137526942,-0.310576837958602,1.32026182946293
4.12374066511628,-0.105346847465983,-0.370420393399691,-0.18393942030212,-0.283353018047735,1.32642110129565
4.09242832383129,-0.10704469444635,-0.349393051504068,-0.158561184240766,-0.301363904240316,1.31901471537539
4.10179510154514,-0.132861604365065,-0.409285405802423,-0.191291294353929,-0.357860234557693,1.31630213008767
4.1081466514041,-0.134696394635468,-0.386556916387703,-0.203020124239629,-0.339774948298706,1.31447020875451
4.02587371639244,-0.0880465452923675,-0.333900303430805,-0.169563553008871,-0.278332649706509,1.32683089913564
4.02644742152639,-0.092866112635653,-0.327174537670915,-0.149082377655244,-0.260058145841996,1.32374817153319
